ID	DM	DR	MM	XT	CE
evgLocus_FX_22172_XP_013090261.1_PREDICTED:_gigaxonin-like_[Biomphalaria_glabrata]	-0.43120775153963486	-0.2651661911933266	-0.11347390149423009	-0.4209582725059121	-0.4681058760610367
evgLocus_FX_22241_XP_013065211.1_PREDICTED:_kelch-like_protein_24_[Biomphalaria_glabrata]	-0.4845050425149931	-0.36766098153055393	-0.44350712638010215	-0.36766098153055393	-0.46195618864080307
evgLocus_FX_22251_XP_013094542.1_PREDICTED:_calpain-9-like_isoform_X2_[Biomphalaria_glabrata]	0.030018804977888183	0.04026828401161092	0.042318179818355464	0.036168492398121824	-0.15857160924261013
evgLocus_FX_22280_XP_012940102.1_PREDICTED:_synaptotagmin-11-like_[Aplysia_californica]	-0.5869998328522205	-0.5849499370454758	-0.5910996244657095	-0.5951994160791986	-0.6382472280208341
evgLocus_FX_22324_XP_012935877.1_PREDICTED:_sorting_nexin_lst-4-like_isoform_X1_[Aplysia_californica]	-0.109374109880741	-0.023278485997470035	-0.05812671471212733	-0.06837619374585006	-0.13602275536842012
evgLocus_FX_22347_XP_013067776.1_PREDICTED:_proton-coupled_folate_transporter-like_[Biomphalaria_glabrata]	-0.6993341230618216	-0.548051812524074	-0.6614110506370475	-0.5460019167173294	-0.7087636437728466
evgLocus_FX_22483_XP_013063370.1_PREDICTED:_LOW_QUALITY_PROTEIN:_protein_kinase_C_delta_type-like_[Biomphalaria_glabrata]	0.30470484308165746	0.7761808786329032	0.7331330666912678	0.722883587657545	0.6060395266731059
evgLocus_FX_22524_XP_013077958.1_PREDICTED:_kelch-like_protein_24_[Biomphalaria_glabrata]	-0.5275528544566286	-0.47425556348127035	-0.4988543131622049	-0.4988543131622049	-0.5644509789780304
evgLocus_FX_22642_XP_013091662.1_PREDICTED:_kelch-like_protein_diablo_[Biomphalaria_glabrata]	-0.15447181762912104	-0.13807265117516465	-0.1401225469819092	-0.15857160924261013	-0.21186890021796834
evgLocus_FX_22708_XP_013094542.1_PREDICTED:_calpain-9-like_isoform_X2_[Biomphalaria_glabrata]	0.03821838820486637	0.03411859659137728	0.042318179818355464	0.015669534330676357	-0.14627223440214285
evgLocus_FX_22725_AAO83849.1_neural-specific_syntaxin-binding_protein_1_[Lymnaea_stagnalis]	0.284205885014212	0.33545328018282566	0.3559522382502711	0.34365286340980383	0.19196057371070738
evgLocus_FX_22739_XP_013080185.1_PREDICTED:_26S_protease_regulatory_subunit_6B_[Biomphalaria_glabrata]	0.6900852547496322	0.6798357757159096	0.677785879909165	0.6859854631361432	0.48714556988192215
evgLocus_FX_22750_XP_013096173.1_PREDICTED:_serine/threonine-protein_kinase_OSR1-like_[Biomphalaria_glabrata]	0.41334932083911846	0.4809958824616885	0.4481975495537757	0.3887505711581839	0.06896682530603457
evgLocus_FX_22798_XP_013068341.1_PREDICTED:_REM2-_and_Rab-like_small_GTPase_1_[Biomphalaria_glabrata]	-0.7466867161976206	-0.40045931443846666	-0.40865889766544483	-0.40865889766544483	-0.7458667578749228
evgLocus_FX_22824_XP_013067172.1_PREDICTED:_synaptotagmin-16-like_[Biomphalaria_glabrata]	-0.09912463084701827	-0.03557786083793731	-0.004829423736769112	-0.015078902770491846	-0.6238979573736223
evgLocus_FX_22828_XP_013092104.1_PREDICTED:_rho-related_GTP-binding_protein_RhoE-like_[Biomphalaria_glabrata]	-0.5398522292970959	-0.4947545215487158	-0.4722056676745258	-0.47425556348127035	-0.5439520209105849
evgLocus_FX_22864_XP_009044444.1_hypothetical_protein_LOTGIDRAFT_205978_[Lottia_gigantea]	-0.12782317214144193	0.4953451531089003	0.4317983830998194	0.460496924394243	-0.16062150504935468
evgLocus_FX_22891_XP_013096026.1_PREDICTED:_sialin-like_[Biomphalaria_glabrata]	-0.12782317214144193	-0.01917869438398094	0.011569742717187264	-0.03762775664468186	-0.0130290069637473
evgLocus_FX_22899_XP_013082565.1_PREDICTED:_L-threonine_3-dehydrogenase-like_[Biomphalaria_glabrata]	-0.5972493118859431	-0.5788002496252422	-0.5685507705915195	-0.5542014999443077	-0.525502958649884
evgLocus_FX_22932_NP_001191502.1_serotonin_transporter_[Aplysia_californica]	0.48509567407517756	0.43589817471330844	0.4071996334188848	0.3416029676030593	0.25755723952653287
evgLocus_FX_22979_XP_013095217.1_PREDICTED:_kelch-like_protein_15_[Biomphalaria_glabrata]	-0.5193532712296504	-0.4681058760610367	-0.46195618864080307	-0.4373574389598685	-0.5173033754229058
evgLocus_FX_23005_XP_013083422.1_PREDICTED:_protein_disulfide-isomerase_A3-like_[Biomphalaria_glabrata]	0.17351151145000646	0.11406453305441461	0.11201463724767007	0.14686286596232737	0.1489127617690719
evgLocus_FX_23069_XP_012945620.1_PREDICTED:_syntaxin-binding_protein_4-like,_partial_[Aplysia_californica]	-0.7087636437728466	-0.48860483412848216	-0.41480858508567847	-0.4230081683126567	-0.7229079248393839
evgLocus_FX_23096_XP_013082742.1_PREDICTED:_synaptotagmin-1-like_[Biomphalaria_glabrata]	-0.5726505622050085	-0.5398522292970959	-0.525502958649884	-0.5398522292970959	-0.5726505622050085
evgLocus_FX_23102_XP_013087613.1_PREDICTED:_nostrin-like_[Biomphalaria_glabrata]	-0.3738106689507876	-0.3922597312114885	-0.44350712638010215	-0.4947545215487158	-0.5685507705915195
evgLocus_FX_23141_XP_019929458.1_PREDICTED:_receptor-type_tyrosine-protein_phosphatase_kappa_isoform_X4_[Crassostrea_gigas]	-0.7118384874829634	-0.7015890084492407	-0.7118384874829634	-0.7071237271274508	-0.7259827685495007
evgLocus_FX_23149_XP_005097207.1_PREDICTED:_kelch_domain-containing_protein_10-like_[Aplysia_californica]	-0.4332576473463794	-0.3922597312114885	-0.38201025217776574	-0.7118384874829634	-0.5501017083308186
evgLocus_FX_23171_NP_001191427.1_RHEB_[Aplysia_californica]	-0.36766098153055393	-0.38201025217776574	-0.36766098153055393	-0.3615112941103203	-0.5214031670363949
evgLocus_FX_23173_XP_005108941.1_PREDICTED:_ATPase_family_AAA_domain-containing_protein_2-like_isoform_X3_[Aplysia_californica]	-0.4209582725059121	0.6613867134552086	0.7679812954059251	0.632688172160785	0.14276307434883825
evgLocus_FX_23258_XP_013067695.1_PREDICTED:_serine/threonine-protein_kinase_PAK_1-like_[Biomphalaria_glabrata]	0.2965052598546793	0.5260935902100685	0.5752910895719376	0.505594632142623	0.4317983830998194
evgLocus_FX_23267_XP_013061825.1_PREDICTED:_E3_ubiquitin-protein_ligase_TRAF7-like_isoform_X1_[Biomphalaria_glabrata]	-0.5788002496252422	0.6962349421698659	0.6921351505563769	0.7064844212035887	-0.611598582533155
evgLocus_FX_23278_XP_013080981.1_PREDICTED:_tyrosine-protein_kinase_SRK2-like_isoform_X1_[Biomphalaria_glabrata]	-0.15652171343586557	-0.1442223385953983	-0.15447181762912104	-0.1524219218223765	-0.1708709840830774
evgLocus_FX_23307_XP_013086072.1_PREDICTED:_monocarboxylate_transporter_2-like_[Biomphalaria_glabrata]	-0.32051337797542934	-0.5869998328522205	-0.5767503538184977	-0.6013491034994323	-0.6361973322140896
evgLocus_FX_23345_XP_012945981.1_PREDICTED:_serine/threonine-protein_kinase_32B-like_[Aplysia_californica]	-0.004829423736769112	-0.4066090018587003	0.03821838820486637	-0.0007296321232800184	-0.16062150504935468
evgLocus_FX_23415_XP_013095359.1_PREDICTED:_SNARE-associated_protein_Snapin-like_[Biomphalaria_glabrata]	-0.7024089667719384	-0.5808501454319868	-0.5910996244657095	-0.5951994160791986	-0.7411519975194103
evgLocus_FX_23505_XP_005108979.2_PREDICTED:_sulfhydryl_oxidase_1-like_[Aplysia_californica]	-0.35126181507659754	-0.12782317214144193	-0.15447181762912104	-0.19956952537750106	-0.3738106689507876
evgLocus_FX_23527_XP_005109097.1_PREDICTED:_signal_transducing_adapter_molecule_1-like_[Aplysia_californica]	-0.05607681890538278	0.009519846910442716	0.021819221750909997	-0.0007296321232800184	-0.47835535509475946
evgLocus_FX_23530_XP_013087730.1_PREDICTED:_E3_ubiquitin-protein_ligase_RFWD2-like_[Biomphalaria_glabrata]	-0.6763752900262826	0.47074640342796575	0.47074640342796575	0.4768960908481994	-0.6833449357692141
evgLocus_FX_23546_XP_012946005.1_PREDICTED:_sodium-_and_chloride-dependent_glycine_transporter_1-like_[Aplysia_californica]	0.6347380679675295	0.24730776049281014	0.21655932339164194	0.25960713533327745	0.011569742717187264
evgLocus_FX_23557_XP_012938859.1_PREDICTED:_RAC-gamma_serine/threonine-protein_kinase-like_[Aplysia_californica]	0.4625468202009876	0.42564869567958574	0.415399216645863	0.41334932083911846	0.28830567662770107
evgLocus_FX_23600_XP_012943228.1_PREDICTED:_major_facilitator_superfamily_domain-containing_protein_8-like_[Aplysia_californica]	-0.371760773144043	-0.054026923098638234	0.048467867238589105	0.11201463724767007	-0.4763054592880149
evgLocus_FX_23609_XP_013075065.1_PREDICTED:_caseinolytic_peptidase_B_protein_homolog_[Biomphalaria_glabrata]	-0.7142983624510568	0.0792163043397573	0.5035447363358785	0.528143486016813	-0.7425869245841314
evgLocus_FX_23683_XP_013063611.1_PREDICTED:_kelch-like_protein_24_[Biomphalaria_glabrata]	-0.3922597312114885	-0.3061641073282175	-0.2979645241012393	-0.27746556603379385	-0.39840941863172213
evgLocus_FX_23696_XP_013070181.1_PREDICTED:_synaptic_vesicle_glycoprotein_2C-like_isoform_X1_[Biomphalaria_glabrata]	-0.0704260895525946	0.04436807562510001	-0.3307628570091521	-0.3164135863619402	-0.4681058760610367
evgLocus_FX_23730_XP_013062350.1_PREDICTED:_uncharacterized_protein_LOC106051692_[Biomphalaria_glabrata]	-0.7300825601629898	-0.7323374455504087	-0.722087966516686	-0.7110185291602655	-0.7403320391967125
evgLocus_FX_23744_XP_013069411.1_PREDICTED:_putative_ATP-dependent_RNA_helicase_DHX57_[Biomphalaria_glabrata]	-0.09912463084701827	0.10996474144092551	0.06896682530603457	0.08946578337348005	-0.4107087934721894
evgLocus_FX_23773_XP_012935908.1_PREDICTED:_calbindin-32-like_[Aplysia_californica]	-0.08272546439306189	-0.3594613983035757	-0.3902098354047439	-0.36971087733729846	-0.7370522059059212
evgLocus_FX_23818_BAG83236.1_vesicular_glutamate_transporter_[Lymnaea_stagnalis]	0.14686286596232737	0.460496924394243	0.47074640342796575	0.45434723697400936	0.15506244918930553
evgLocus_FX_23823_XP_005088859.1_PREDICTED:_kelch-like_protein_20_[Aplysia_californica]	1.1615612903008778	1.237407435150426	1.2456070183774044	0.31700421792212474	0.6285883805472958
evgLocus_FX_23911_XP_013084773.1_PREDICTED:_protein_UBASH3A_homolog_[Biomphalaria_glabrata]	-0.35126181507659754	0.01361963852393181	0.015669534330676357	0.01361963852393181	-0.4660559802542922
evgLocus_FX_23937_XP_005092223.1_PREDICTED:_calmodulin-A-like_[Aplysia_californica]	-0.7253677998074773	-0.7212680081939883	-0.719833081129267	-0.719833081129267	-0.7181931644838714
evgLocus_FX_23970_XP_013071205.1_PREDICTED:_mesencephalic_astrocyte-derived_neurotrophic_factor_homolog_[Biomphalaria_glabrata]	-0.5275528544566286	-0.5583012915577967	-0.5419021251038404	-0.570600666398264	-0.6033989993061768
evgLocus_FX_23978_XP_005104156.1_PREDICTED:_26S_protease_regulatory_subunit_10B_[Aplysia_californica]	0.6306382763540405	0.5998898392528722	0.6080894224798504	0.6183389015135732	0.5178940069830903
evgLocus_FX_24052_XP_013090809.1_PREDICTED:_Na(+)/H(+)_exchange_regulatory_cofactor_NHE-RF1-like_[Biomphalaria_glabrata]	-0.5829000412387313	-0.4681058760610367	-0.41685848089242306	-0.4209582725059121	-0.6874447273827032
evgLocus_FX_24079_XP_012934570.1_PREDICTED:_synaptotagmin-4-like_[Aplysia_californica]	-0.10732421407399645	-0.2139187960247129	-0.1790705673100556	-0.18932004634377833	-0.36766098153055393
evgLocus_FX_24089_XP_013096087.1_PREDICTED:_probable_serine/threonine-protein_kinase_DDB_G0267514_[Biomphalaria_glabrata]	-0.5644509789780304	-0.570600666398264	-0.566500874784775	-0.5644509789780304	-0.5849499370454758
evgLocus_FX_24102_XP_005102626.1_PREDICTED:_ATPase_WRNIP1-like_isoform_X1_[Aplysia_californica]	-0.7323374455504087	0.1960603653241965	0.2104096359714083	0.19401046951745193	-0.7378721642286191
evgLocus_FX_24142_XP_013086759.1_PREDICTED:_kelch-like_protein_9_[Biomphalaria_glabrata]	-0.3881599395979994	-0.062226506325616424	-0.06427640213236097	-0.13807265117516465	-0.3594613983035757
evgLocus_FX_24163_XP_005107570.2_PREDICTED:_neo-calmodulin-like_[Aplysia_californica]	-0.5808501454319868	-0.5829000412387313	-0.5685507705915195	-0.5829000412387313	-0.5808501454319868
evgLocus_FX_24227_XP_021371779.1_ras-related_protein_Rab-7L1-like_[Mizuhopecten_yessoensis]	-0.5439520209105849	-0.5521516041375631	-0.5193532712296504	-0.5296027502633731	-0.6074987909196659
evgLocus_FX_24295_XP_013062132.1_PREDICTED:_ras-related_protein_Rab-43-like_[Biomphalaria_glabrata]	-0.349211919269853	-0.31231379474845117	-0.32461316958891845	-0.4209582725059121	-0.33486264862264115
evgLocus_FX_24323_XP_013061330.1_PREDICTED:_monocarboxylate_transporter_14-like,_partial_[Biomphalaria_glabrata]	-0.47015577186778124	-0.6439869362797188	-0.6402971238275786	-0.6341474364073449	-0.570600666398264
evgLocus_FX_24326_XP_013074695.1_PREDICTED:_26S_protease_regulatory_subunit_6A-B_[Biomphalaria_glabrata]	0.7249334834642895	0.7536320247587133	0.7351829624980123	0.7310831708845232	0.6019397350596167
evgLocus_FX_24343_XP_013090053.1_PREDICTED:_alkylated_DNA_repair_protein_alkB_homolog_1-like_[Biomphalaria_glabrata]	-0.40045931443846666	-0.394309627018233	-0.4332576473463794	-0.6259478531803668	-0.5869998328522205
evgLocus_FX_24370_XP_013085743.1_PREDICTED:_serine/threonine-protein_kinase_17A-like_isoform_X2_[Biomphalaria_glabrata]	-0.3184634821686848	-0.18727015053703377	-0.19956952537750106	-0.17292087988982197	-0.3574115024968312
evgLocus_FX_24424_BAK09600.1_partitioning_defective_6_[Lymnaea_stagnalis]	-0.16677119246958833	-0.2139187960247129	-0.21186890021796834	-0.2016194211842456	-0.24876702473937018
evgLocus_FX_24427_XP_013096633.1_PREDICTED:_LOW_QUALITY_PROTEIN:_vacuolar_protein_sorting-associated_protein_33B-like_[Biomphalaria_glabrata]	-0.3307628570091521	0.20835974016466377	0.23090859403885378	0.20425994855117466	-0.3451121276563639
evgLocus_FX_24455_XP_013088522.1_PREDICTED:_protein_DDI1_homolog_2-like_isoform_X1_[Biomphalaria_glabrata]	-0.0745258811660837	0.017719430137420902	0.030018804977888183	0.048467867238589105	-0.5378023334903513
evgLocus_FX_24497_XP_012944395.1_PREDICTED:_PDZ_and_LIM_domain_protein_3-like_isoform_X2_[Aplysia_californica]	-0.4681058760610367	-0.4537566054138249	-0.4845050425149931	-0.4824551467082485	-0.6478817383125335
evgLocus_FX_24499_XP_013089823.1_PREDICTED:_tripartite_motif-containing_protein_2-like_[Biomphalaria_glabrata]	-0.6402971238275786	-0.5951994160791986	-0.593149520272454	-0.611598582533155	-0.6550563736361393
evgLocus_FX_24550_XP_013080975.1_PREDICTED:_oxalate:formate_antiporter-like_isoform_X1_[Biomphalaria_glabrata]	-0.7347973205185023	-0.7173732061611736	-0.6944143731256347	-0.7142983624510568	-0.3758605647575321
evgLocus_FX_24578_XP_012935283.1_PREDICTED:_sugar_phosphate_exchanger_2-like_[Aplysia_californica]	0.10996474144092551	0.25960713533327745	0.1878607820972183	-0.36766098153055393	-0.3902098354047439
evgLocus_FX_24587_XP_005101306.1_PREDICTED:_NF-kappa-B_inhibitor-interacting_Ras-like_protein_1_[Aplysia_californica]	-0.5460019167173294	-0.39635952282497755	-0.39635952282497755	-0.4107087934721894	-0.6495216549579291
evgLocus_FX_24599_XP_005098894.1_PREDICTED:_kelch_domain-containing_protein_8B-like_[Aplysia_californica]	-0.6511615716033248	-0.27746556603379385	-0.30411421152147294	-0.2979645241012393	-0.6361973322140896
evgLocus_FX_24626_XP_013065451.1_PREDICTED:_DNA_repair_protein_RAD51_homolog_1_[Biomphalaria_glabrata]	0.09561547079371369	0.3580021340570157	-0.12577327633469737	0.39695015438516207	0.009519846910442716
evgLocus_FX_24638_BAG83235.2_excitatory_amino_acid_transporter_[Lymnaea_stagnalis]	0.015669534330676357	0.2637069269467665	0.2678067185602556	0.27190651017374473	0.22885869823210922
evgLocus_FX_24660_XP_012943456.1_PREDICTED:_ras-like_protein_family_member_11A-like_[Aplysia_californica]	-0.6620260193790708	-0.566500874784775	-0.6033989993061768	-0.589049728658965	-0.6511615716033248
evgLocus_FX_24667_XP_005112030.1_PREDICTED:_splicing_factor_U2AF_26_kDa_subunit-like_[Aplysia_californica]	-0.16677119246958833	-0.15857160924261013	-0.131922963754931	-0.15652171343586557	-0.30411421152147294
evgLocus_FX_24671_XP_013080462.1_PREDICTED:_dual_specificity_mitogen-activated_protein_kinase_kinase_7-like_[Biomphalaria_glabrata]	-0.03147806922444822	0.10586494982743642	0.13456349112186008	0.10791484563418097	-0.19546973376401197
evgLocus_FX_24700_XP_005091177.1_PREDICTED:_translation_factor_Guf1,_mitochondrial-like_isoform_X1_[Aplysia_californica]	0.49739504891564484	0.7290332750777787	0.7044345253968441	0.6941850463631214	0.2801060934007229
evgLocus_FX_24719_XP_005109013.2_PREDICTED:_serine/threonine_kinase-like_domain-containing_protein_STKLD1_[Aplysia_californica]	-0.6819100087044929	-0.6456268529251143	-0.5583012915577967	-0.49065472993522674	-0.6675607380572811
evgLocus_FX_24750_XP_012939875.1_PREDICTED:_60S_ribosomal_protein_L7_[Aplysia_californica]	-0.24261733731913654	-0.20776910860447925	-0.2221183792516911	-0.16677119246958833	-0.20776910860447925
evgLocus_FX_24753_XP_013063871.1_PREDICTED:_calcium-binding_mitochondrial_carrier_protein_SCaMC-2-like_[Biomphalaria_glabrata]	0.26985661436700015	0.34365286340980383	0.3395530717963148	0.3395530717963148	0.20221005274443013
evgLocus_FX_24798_XP_009064408.1_synaptotagmin_12_[Lottia_gigantea]	-0.39840941863172213	-0.3738106689507876	-0.349211919269853	-0.34306223184961937	-0.480405250901504
evgLocus_FX_24800_XP_013081447.1_PREDICTED:_ras-related_protein_RabC-like_[Biomphalaria_glabrata]	-0.5316526460701176	-0.5173033754229058	-0.5193532712296504	-0.5214031670363949	-0.5091037921959276
evgLocus_FX_24844_XP_012941826.1_PREDICTED:_GTP-binding_protein_REM_1-like_[Aplysia_californica]	-0.5337025418768622	-0.5992992076926877	-0.6013491034994323	-0.611598582533155	-0.6810900503817952
evgLocus_FX_24873_XP_005099714.2_PREDICTED:_cdc42_homolog_[Aplysia_californica]	-0.4988543131622049	-0.4988543131622049	-0.4988543131622049	-0.4988543131622049	-0.49270462574197127
evgLocus_FX_24911_XP_005091970.1_PREDICTED:_WD_repeat,_SAM_and_U-box_domain-containing_protein_1-like_isoform_X2_[Aplysia_californica]	-0.6259478531803668	-0.15652171343586557	-0.16062150504935468	-0.19546973376401197	-0.6095486867264104
evgLocus_FX_24912_XP_012945572.1_PREDICTED:_hepatocyte_growth_factor_receptor-like_[Aplysia_californica]	-0.6644858943471643	-0.6177482699533886	-0.6259478531803668	-0.6156983741466441	-0.6456268529251143
evgLocus_FX_24972_XP_005111295.1_PREDICTED:_26S_protease_regulatory_subunit_7_[Aplysia_californica]	0.827428273801517	0.827428273801517	0.8561268150959406	0.831528065415006	0.7556819205654578
evgLocus_FX_24999_XP_013079177.1_PREDICTED:_thioredoxin-1-like,_partial_[Biomphalaria_glabrata]	-0.6525964986680459	-0.6238979573736223	-0.6439869362797188	-0.6361973322140896	-0.6636659360244666
evgLocus_FX_25094_XP_013079254.1_PREDICTED:_EH_domain-containing_protein_3-like_[Biomphalaria_glabrata]	0.8684261899364079	0.7536320247587133	0.7495322331452241	0.7741309828261587	0.8417775444487288
evgLocus_FX_25097_XP_013063985.1_PREDICTED:_ADP-ribosylation_factor_3-like_[Biomphalaria_glabrata]	-0.4455570221868467	-0.4517067096070803	-0.4537566054138249	-0.4517067096070803	-0.44760691799359126
evgLocus_FX_25100_XP_012934557.1_PREDICTED:_E3_ubiquitin-protein_ligase_rififylin-like_[Aplysia_californica]	-0.6534164569907438	-0.5869998328522205	-0.6156983741466441	-0.6439869362797188	-0.7212680081939883
evgLocus_FX_25129_XP_005093272.1_PREDICTED:_kelch_domain-containing_protein_4-like_[Aplysia_californica]	-0.05812671471212733	0.10791484563418097	0.17351151145000646	-0.03352796503119277	-0.7079436854501486
evgLocus_FX_25264_XP_013072159.1_PREDICTED:_kelch-like_protein_18_[Biomphalaria_glabrata]	0.5158441111763458	0.46664661181447664	0.5363430692437913	0.5199439027898349	0.24320796887932106
evgLocus_FX_25288_XP_013069581.1_PREDICTED:_spastin-like_isoform_X2_[Biomphalaria_glabrata]	0.18171109467698465	0.2145094275848974	0.24320796887932106	0.261657031140022	-0.17702067150331105
evgLocus_FX_25313_XP_013068379.1_PREDICTED:_solute_carrier_family_15_member_4-like_[Biomphalaria_glabrata]	-0.48860483412848216	-0.26106639957983746	-0.27541567022704927	-0.32256327378217386	-0.5767503538184977
evgLocus_FX_25380_XP_013076156.1_PREDICTED:_probable_anion_transporter_4,_chloroplastic_[Biomphalaria_glabrata]	-0.4824551467082485	-0.4640060844475476	-0.46195618864080307	-0.4640060844475476	-0.5378023334903513
evgLocus_FX_25389_XP_005104765.1_PREDICTED:_katanin_p60_ATPase-containing_subunit_A-like_2_isoform_X3_[Aplysia_californica]	-0.263116295386582	0.28215598920746743	0.4338482789065639	0.5322432776303022	-0.3451121276563639
evgLocus_FX_25402_XP_005093100.2_PREDICTED:_MAPK/MAK/MRK_overlapping_kinase-like_[Aplysia_californica]	-0.49270462574197127	-0.3881599395979994	0.07511651272626821	-0.06632629793910552	-0.34306223184961937
evgLocus_FX_25440_XP_013063503.1_PREDICTED:_solute_carrier_family_46_member_3-like_[Biomphalaria_glabrata]	-0.7309025184856875	-0.5624010831712859	-0.6382472280208341	-0.570600666398264	-0.7007690501265428
evgLocus_FX_25454_XP_021341442.1_tripartite_motif-containing_protein_2-like_[Mizuhopecten_yessoensis]	-0.7142983624510568	-0.6944143731256347	-0.7007690501265428	-0.6999490918038449	-0.719833081129267
evgLocus_FX_25490_XP_013076520.1_PREDICTED:_heterogeneous_nuclear_ribonucleoprotein_K-like_isoform_X1_[Biomphalaria_glabrata]	-0.5378023334903513	-0.2446672331258811	-0.43940733476661303	-0.41480858508567847	-0.4722056676745258
evgLocus_FX_25623_XP_005095391.2_PREDICTED:_GTP-binding_protein_Di-Ras2-like_[Aplysia_californica]	-0.49270462574197127	-0.589049728658965	-0.5726505622050085	-0.5849499370454758	-0.5501017083308186
evgLocus_FX_25646_XP_013060792.1_PREDICTED:_calcium-dependent_protein_kinase_19-like_isoform_X1_[Biomphalaria_glabrata]	-0.7259827685495007	-0.7212680081939883	-0.7079436854501486	-0.7212680081939883	-0.722087966516686
evgLocus_FX_25661_XP_005103873.1_PREDICTED:_extracellular_signal-regulated_kinase_2-like_isoform_X1_[Aplysia_californica]	-0.5685507705915195	-0.2713158786135602	-0.5501017083308186	-0.240567441512392	-0.3574115024968312
evgLocus_FX_25709_XP_013071448.1_PREDICTED:_solute_carrier_family_2,_facilitated_glucose_transporter_member_8-like_[Biomphalaria_glabrata]	-0.29181483668100566	-0.1401225469819092	-0.2098190044112238	-0.1708709840830774	-0.4845050425149931
evgLocus_FX_25741_XP_005111036.1_PREDICTED:_ras-related_protein_Rab-9B-like_[Aplysia_californica]	-0.38611004379125485	-0.2959146282944948	-0.28976494087426113	-0.29181483668100566	-0.4640060844475476
evgLocus_FX_25744_XP_013090041.1_PREDICTED:_drebrin-like_protein_B_isoform_X2_[Biomphalaria_glabrata]	-0.41685848089242306	-0.23441775409215837	-0.47425556348127035	-0.4455570221868467	-0.593149520272454
evgLocus_FX_25803_XP_005091727.2_PREDICTED:_GTP-binding_protein_Rit1-like_[Aplysia_californica]	-0.5337025418768622	-0.6300476447938559	-0.6238979573736223	-0.6320975406006004	-0.5951994160791986
evgLocus_FX_25950_XP_013078659.1_PREDICTED:_integrin-linked_protein_kinase-like_isoform_X2_[Biomphalaria_glabrata]	0.39080046696492843	0.4112994250323739	0.4297484872930748	0.4194990082593521	0.42564869567958574
evgLocus_FX_26025_XP_005096925.1_PREDICTED:_5'-AMP-activated_protein_kinase_catalytic_subunit_alpha-2-like_[Aplysia_californica]	0.6019397350596167	0.6285883805472958	0.5978399434461277	0.610139318286595	0.5117443195628567
evgLocus_FX_26078_XP_013074071.1_PREDICTED:_ras-related_protein_M-Ras-like_[Biomphalaria_glabrata]	-0.4373574389598685	-0.3307628570091521	-0.32461316958891845	-0.30411421152147294	-0.32461316958891845
evgLocus_FX_26143_XP_013070340.1_PREDICTED:_rab-like_protein_2A_[Biomphalaria_glabrata]	-0.6259478531803668	-0.22006848344494653	-0.25696660796634835	-0.22826806667192473	-0.6259478531803668
evgLocus_FX_26248_XP_013065966.1_PREDICTED:_polycomb_group_RING_finger_protein_1-like_isoform_X2_[Biomphalaria_glabrata]	-0.502954104775694	-0.4025092102452112	-0.4045591060519558	-0.3881599395979994	-0.6597711339916519
evgLocus_FX_26251_XP_013078472.1_PREDICTED:_ADP-ribosylation_factor-related_protein_1-like_[Biomphalaria_glabrata]	-0.2795154618405384	-0.2549167121596038	-0.25901650377309293	-0.26106639957983746	-0.5419021251038404
evgLocus_FX_26392_XP_013095861.1_PREDICTED:_syntaxin-16-like_[Biomphalaria_glabrata]	-0.36766098153055393	-0.16472129666284377	-0.19341983795726742	-0.14627223440214285	-0.47425556348127035
evgLocus_FX_26546_XP_005111329.1_PREDICTED:_thioredoxin-like_protein_1_isoform_X1_[Aplysia_californica]	-0.16472129666284377	-0.2098190044112238	-0.1831703589235447	-0.19956952537750106	-0.3000144199079839
evgLocus_FX_26549_XP_013070261.1_PREDICTED:_stress-activated_protein_kinase_JNK-like_isoform_X1_[Biomphalaria_glabrata]	0.45229734116726483	0.4481975495537757	0.45639713278075394	0.42564869567958574	0.26985661436700015
evgLocus_FX_26628_XP_005106590.1_PREDICTED:_ruvB-like_1_[Aplysia_californica]	0.6736860882956759	0.7536320247587133	0.8151288989610497	0.8171787947677942	0.3149543221153802
evgLocus_FX_26752_XP_005103568.1_PREDICTED:_ras-related_protein_Rab-20-like_[Aplysia_californica]	-0.643166977957021	-0.5542014999443077	-0.5583012915577967	-0.6439869362797188	-0.6644858943471643
evgLocus_FX_26776_XP_012945898.1_PREDICTED:_ras-related_protein_Rab-27A-like_isoform_X1_[Aplysia_californica]	-0.3307628570091521	-0.18727015053703377	-0.2016194211842456	-0.23441775409215837	-0.2795154618405384
evgLocus_FX_26787_XP_009051807.1_hypothetical_protein_LOTGIDRAFT_104436_[Lottia_gigantea]	0.460496924394243	0.3600520298637602	0.36210192567050475	0.3539023424435266	0.4010499459986512
evgLocus_FX_26819_XP_013078986.1_PREDICTED:_replication_factor_C_subunit_4-like_isoform_X2_[Biomphalaria_glabrata]	-0.03147806922444822	-0.2713158786135602	0.10381505402069187	0.12021422047464825	-0.3164135863619402
evgLocus_FX_26831_XP_005110308.1_PREDICTED:_calumenin-like_isoform_X2_[Aplysia_californica]	-0.17292087988982197	-0.09912463084701827	-0.11757369310771919	-0.19341983795726742	-0.3000144199079839
evgLocus_FX_26910_XP_013084576.1_PREDICTED:_glutaredoxin-3-like_[Biomphalaria_glabrata]	-0.4455570221868467	-0.006879319543513659	-0.06632629793910552	0.007469951103698169	-0.2549167121596038
