	('DM', 'Type: Invertebrate')	('DR', 'Type: Vertebrate')	('MM', 'Type: Vertebrate')	('XT', 'Type: Vertebrate')	('CE', 'Type: Invertebrate')
('evgLocus_Strawberry_DRR_11277_XP_013089274.1_PREDICTED:_centromere_protein_F-like_isoform_X4_[Biomphalaria_glabrata]', 'evgLocus_Strawberry_DRR_11277_XP_013089274.1_PREDICTED:_centromere_protein_F-like_isoform_X4_[Biomphalaria_glabrata]')	-0.9010797675821764	-0.7214046291589759	-0.7398014010111807	-0.7173164576362637	-0.9286749253604836
('evgLocus_Strawberry_DRR_59689_AAO83841.1_voltage-dependent_non-L-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_Strawberry_DRR_59689_AAO83841.1_voltage-dependent_non-L-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]')	1.6415585109686663	1.6926606550025687	1.7417187132751148	1.6783520546730761	1.1060080414933702
('evgLocus_stringtie_AE_31949_XP_013091038.1_PREDICTED:_myotubularin-related_protein_13-like_[Biomphalaria_glabrata]', 'evgLocus_stringtie_AE_31949_XP_013091038.1_PREDICTED:_myotubularin-related_protein_13-like_[Biomphalaria_glabrata]')	0.6644855170404546	0.43145974024586004	0.42123931143907956	0.37831351045060163	-0.5742304543413372
('evgLocus_Trinity_AE_41763_XP_013089794.1_PREDICTED:_protein_unc-13_homolog_A-like_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AE_41763_XP_013089794.1_PREDICTED:_protein_unc-13_homolog_A-like_[Biomphalaria_glabrata]')	2.792378794612146	2.87414222506639	2.9252443691002923	2.4326197006134738	2.1587122085917576
('evgLocus_Trinity_AE_43401_XP_012944290.1_PREDICTED:_dynamin-like_120_kDa_protein,_mitochondrial_isoform_X6_[Aplysia_californica]', 'evgLocus_Trinity_AE_43401_XP_012944290.1_PREDICTED:_dynamin-like_120_kDa_protein,_mitochondrial_isoform_X6_[Aplysia_californica]')	1.0119800964709902	1.0242446110391268	1.030376868323195	0.9670102097211561	0.8137037776194492
('evgLocus_Trinity_AE_65545_XP_013075366.1_PREDICTED:_kazrin-like_isoform_X4_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AE_65545_XP_013075366.1_PREDICTED:_kazrin-like_isoform_X4_[Biomphalaria_glabrata]')	-0.41887993647827426	-0.18789824544503586	-0.4311444510464108	-0.6641702278410053	-0.678478828170498
('evgLocus_Trinity_AG_71450_XP_012944243.1_PREDICTED:_synaptotagmin-like_protein_4_isoform_X8_[Aplysia_californica]', 'evgLocus_Trinity_AG_71450_XP_012944243.1_PREDICTED:_synaptotagmin-like_protein_4_isoform_X8_[Aplysia_californica]')	-0.29214661927419655	-0.42296810800098644	-0.3984390788647133	-0.3534691921148793	-0.7643304301474538
('evgLocus_Trinity_GG_DRR_45533_XP_013062165.1_PREDICTED:_RIMS-binding_protein_2-like_[Biomphalaria_glabrata]', 'evgLocus_Trinity_GG_DRR_45533_XP_013062165.1_PREDICTED:_RIMS-binding_protein_2-like_[Biomphalaria_glabrata]')	-0.45771756594404	-0.46384982322810825	-0.04481224215010941	-0.45976165170539607	-0.5190401387847228
('evgLocus_Trinity_GG_DRR_45534_XP_013062165.1_PREDICTED:_RIMS-binding_protein_2-like_[Biomphalaria_glabrata]', 'evgLocus_Trinity_GG_DRR_45534_XP_013062165.1_PREDICTED:_RIMS-binding_protein_2-like_[Biomphalaria_glabrata]')	-0.45771756594404	-0.46589390898946437	-0.43318853680776687	-0.45976165170539607	-0.5190401387847228
('evgLocus_Trinity_GG_DRR_92025_AAO83846.1_synaptosomal-associated_25_protein_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_Trinity_GG_DRR_92025_AAO83846.1_synaptosomal-associated_25_protein_isoform_A_[Lymnaea_stagnalis]')	-0.5169960530233667	-0.5783186258640495	-0.5783186258640495	-0.5803627116254055	-0.5333487391142154
('evgLocus_Trinity_GG_DRR_127333_XP_012944243.1_PREDICTED:_synaptotagmin-like_protein_4_isoform_X8_[Aplysia_californica]', 'evgLocus_Trinity_GG_DRR_127333_XP_012944243.1_PREDICTED:_synaptotagmin-like_protein_4_isoform_X8_[Aplysia_californica]')	-0.29623479079690873	-0.32280790569453793	-0.4045713361487816	-0.3555132778762354	-0.7622863443860977
('evgLocus_Scallop_AE_17458_AAO83843.2_voltage-dependent_T-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_Scallop_AE_17458_AAO83843.2_voltage-dependent_T-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]')	0.7605575478241908	1.0160682679937023	0.4437242548139966	0.4600769409048453	0.5520608001658694
('evgLocus_Scallop_AE_21503_NP_001191556.1_Rab3_[Aplysia_californica]', 'evgLocus_Scallop_AE_21503_NP_001191556.1_Rab3_[Aplysia_californica]')	-0.23082404643351379	-0.3064552196036892	-0.26761759013792347	-0.3084993053650453	-0.31667564841046963
('evgLocus_Scallop_AE_40318_XP_021345667.1_voltage-dependent_calcium_channel_gamma-5_subunit-like_[Mizuhopecten_yessoensis]', 'evgLocus_Scallop_AE_40318_XP_021345667.1_voltage-dependent_calcium_channel_gamma-5_subunit-like_[Mizuhopecten_yessoensis]')	-0.8420056890789853	-0.7377573152498246	-0.7357132294884685	-0.7520659155793172	-0.835873431794917
('evgLocus_scallop_AF_15190_XP_013092315.1_PREDICTED:_calcium-independent_protein_kinase_C_isoform_X1_[Biomphalaria_glabrata]', 'evgLocus_scallop_AF_15190_XP_013092315.1_PREDICTED:_calcium-independent_protein_kinase_C_isoform_X1_[Biomphalaria_glabrata]')	0.8504973213238589	0.8893349507896247	0.8688940931760637	0.8893349507896247	0.9302166660167465
('evgLocus_scallop_AF_31833_XP_013079752.1_PREDICTED:_clathrin_heavy_chain_1_[Biomphalaria_glabrata]', 'evgLocus_scallop_AF_31833_XP_013079752.1_PREDICTED:_clathrin_heavy_chain_1_[Biomphalaria_glabrata]')	4.705643067241449	4.928448415229263	4.952977444365536	4.9427570155587555	4.098549596118689
('evgLocus_scallop_AF_36077_XP_005109869.1_PREDICTED:_dynamin-like_120_kDa_protein,_mitochondrial_isoform_X5_[Aplysia_californica]', 'evgLocus_scallop_AF_36077_XP_005109869.1_PREDICTED:_dynamin-like_120_kDa_protein,_mitochondrial_isoform_X5_[Aplysia_californica]')	1.007891924948278	1.009936010709634	1.0242446110391268	0.9670102097211561	0.8055274345740249
('evgLocus_scallop_AG_2571_XP_012943159.1_PREDICTED:_laminin_subunit_alpha-like_isoform_X1_[Aplysia_californica]', 'evgLocus_scallop_AG_2571_XP_012943159.1_PREDICTED:_laminin_subunit_alpha-like_isoform_X1_[Aplysia_californica]')	3.569131383927461	3.1133002591450527	2.902759425725375	1.3410779040493208	3.209372289928789
('evgLocus_scallop_AG_22217_XP_005095256.1_PREDICTED:_ras-related_protein_Rab-10-like_[Aplysia_californica]', 'evgLocus_scallop_AG_22217_XP_005095256.1_PREDICTED:_ras-related_protein_Rab-10-like_[Aplysia_californica]')	-0.3984390788647133	-0.3841304785352207	-0.3841304785352207	-0.46998208051217655	-0.4311444510464108
('evgLocus_scallop_AH_6944_XP_012936456.1_PREDICTED:_multiple_C2_and_transmembrane_domain-containing_protein_1-like_isoform_X1_[Aplysia_californica]', 'evgLocus_scallop_AH_6944_XP_012936456.1_PREDICTED:_multiple_C2_and_transmembrane_domain-containing_protein_1-like_isoform_X1_[Aplysia_californica]')	-0.770462687431522	-0.8154325741813561	-0.8011239738518634	-0.8072562311359317	-0.8236089172267804
('evgLocus_scallop_AH_12156_XP_013091331.1_PREDICTED:_clathrin_light_chain_A-like_isoform_X1_[Biomphalaria_glabrata]', 'evgLocus_scallop_AH_12156_XP_013091331.1_PREDICTED:_clathrin_light_chain_A-like_isoform_X1_[Biomphalaria_glabrata]')	-0.7868153735223709	-0.7050519430681271	-0.7275368864430442	-0.7152723718749076	-0.9364424512536367
('evgLocus_scallop_AH_24100_XP_012944640.1_PREDICTED:_regulating_synaptic_membrane_exocytosis_protein_2-like_[Aplysia_californica]', 'evgLocus_scallop_AH_24100_XP_012944640.1_PREDICTED:_regulating_synaptic_membrane_exocytosis_protein_2-like_[Aplysia_californica]')	-0.8052121453745756	-0.8297411745108487	-0.8411880547744428	-0.8154325741813561	-0.8814565442731579
('evgLocus_Scallop_DRR_6984_XP_013066766.1_PREDICTED:_Down_syndrome_cell_adhesion_molecule-like,_partial_[Biomphalaria_glabrata]', 'evgLocus_Scallop_DRR_6984_XP_013066766.1_PREDICTED:_Down_syndrome_cell_adhesion_molecule-like,_partial_[Biomphalaria_glabrata]')	1.0385532113686193	0.8729822646987759	0.8504973213238589	0.9261284944940343	-0.6232885126138834
('evgLocus_Scallop_DRR_10384_AAO83844.1_calcium_channel_beta_subunit_splice_isoform_A+_[Lymnaea_stagnalis]', 'evgLocus_Scallop_DRR_10384_AAO83844.1_calcium_channel_beta_subunit_splice_isoform_A+_[Lymnaea_stagnalis]')	0.1616404197468559	0.0819210750539683	0.14528773365600714	0.061480217440407374	0.07170064624718783
('evgLocus_Scallop_DRR_14203_XP_013068489.1_PREDICTED:_uncharacterized_protein_LOC106056338_[Biomphalaria_glabrata]', 'evgLocus_Scallop_DRR_14203_XP_013068489.1_PREDICTED:_uncharacterized_protein_LOC106056338_[Biomphalaria_glabrata]')	-0.5537895967277763	-0.680522913931854	-0.6907433427386345	-0.6846110854545662	-0.7030078573067711
('evgLocus_Scallop_DRR_55509_XP_013083697.1_PREDICTED:_AP-3_complex_subunit_delta-1-like_isoform_X2_[Biomphalaria_glabrata]', 'evgLocus_Scallop_DRR_55509_XP_013083697.1_PREDICTED:_AP-3_complex_subunit_delta-1-like_isoform_X2_[Biomphalaria_glabrata]')	0.9036435511191173	1.3410779040493208	1.4044445626513598	1.4003563911286476	0.9874510673347171
('evgLocus_Scallop_DRR_60644_XP_013087198.1_PREDICTED:_uncharacterized_protein_LOC106071603_[Biomphalaria_glabrata]', 'evgLocus_Scallop_DRR_60644_XP_013087198.1_PREDICTED:_uncharacterized_protein_LOC106071603_[Biomphalaria_glabrata]')	-0.8195207457040683	-0.6662143136023614	-0.6866551712159223	-0.6907433427386345	-0.8379175175562731
('evgLocus_strawberry_AE_48711_XP_005106091.1_PREDICTED:_clathrin_heavy_chain_1-like_[Aplysia_californica]', 'evgLocus_strawberry_AE_48711_XP_005106091.1_PREDICTED:_clathrin_heavy_chain_1-like_[Aplysia_californica]')	-0.5864949689094738	-0.5783186258640495	-0.5783186258640495	-0.5762745401026933	-0.5742304543413372
('evgLocus_strawberry_AF_17902_XP_012945559.1_PREDICTED:_rabphilin-3A-like_[Aplysia_californica]', 'evgLocus_strawberry_AF_17902_XP_012945559.1_PREDICTED:_rabphilin-3A-like_[Aplysia_californica]')	-0.5497014252050642	0.17594902007634852	-0.18789824544503586	0.03081893102006599	-0.4556734801826839
('evgLocus_strawberry_AF_26711_prf||1716374A_protein_kinase_C_I', 'evgLocus_strawberry_AF_26711_prf||1716374A_protein_kinase_C_I')	0.9159080656872538	0.9322607517781025	0.9404370948235269	0.9118198941645417	0.9118198941645417
('evgLocus_strawberry_AF_34611_AAO83845.1_syntaxin_1A_[Lymnaea_stagnalis]', 'evgLocus_strawberry_AF_34611_AAO83845.1_syntaxin_1A_[Lymnaea_stagnalis]')	-0.18994233120639195	-0.2778380189447039	-0.2533089898084308	-0.26557350437656735	-0.23695630371758206
('evgLocus_strawberry_AF_39411_XP_005100565.1_PREDICTED:_voltage-dependent_calcium_channel_subunit_alpha-2/delta-2-like_isoform_X1_[Aplysia_californica]', 'evgLocus_strawberry_AF_39411_XP_005100565.1_PREDICTED:_voltage-dependent_calcium_channel_subunit_alpha-2/delta-2-like_isoform_X1_[Aplysia_californica]')	-0.31667564841046963	0.09214150386074875	0.1330232190878706	0.03490710254277817	-0.6048917407616786
('evgLocus_strawberry_AF_47363_XP_012944461.1_PREDICTED:_AP-1_complex_subunit_beta-1-like_[Aplysia_californica]', 'evgLocus_strawberry_AF_47363_XP_012944461.1_PREDICTED:_AP-1_complex_subunit_beta-1-like_[Aplysia_californica]')	1.7274101129456223	1.7253660271842661	1.7642036566500319	1.721277855661554	1.4064886484127157
('evgLocus_strawberry_AH_46233_XP_005097164.1_PREDICTED:_coatomer_subunit_beta-like_isoform_X1_[Aplysia_californica]', 'evgLocus_strawberry_AH_46233_XP_005097164.1_PREDICTED:_coatomer_subunit_beta-like_isoform_X1_[Aplysia_californica]')	1.7314982844683344	2.0217584625808995	2.025846634103612	2.027890719864968	1.3308574752425404
('evgLocus_Strawberry_DRR_29145_AAK83049.1_synapsin_isoform_7.1_[Aplysia_californica]', 'evgLocus_Strawberry_DRR_29145_AAK83049.1_synapsin_isoform_7.1_[Aplysia_californica]')	-0.20833910305859676	-0.14088427293384573	-0.14701653021791403	-0.10409072922943607	-0.6171562553298152
('evgLocus_stringtie_AG_24051_XP_013083761.1_PREDICTED:_inter-alpha-trypsin_inhibitor_heavy_chain_H3-like_isoform_X3_[Biomphalaria_glabrata]', 'evgLocus_stringtie_AG_24051_XP_013083761.1_PREDICTED:_inter-alpha-trypsin_inhibitor_heavy_chain_H3-like_isoform_X3_[Biomphalaria_glabrata]')	-0.9380777198627216	-0.27170576166063565	-0.26761759013792347	-0.24513264676300642	-0.9380777198627216
('evgLocus_stringtie_AG_36358_XP_013097034.1_PREDICTED:_ras_guanyl-releasing_protein_3-like_isoform_X1_[Biomphalaria_glabrata]', 'evgLocus_stringtie_AG_36358_XP_013097034.1_PREDICTED:_ras_guanyl-releasing_protein_3-like_isoform_X1_[Biomphalaria_glabrata]')	-0.8297411745108487	0.09622967538346093	0.09622967538346093	0.11053827571295358	-0.05707675671824596
('evgLocus_Trinity_AE_2535_OWF35164.1_Synaptotagmin-15_[Mizuhopecten_yessoensis]', 'evgLocus_Trinity_AE_2535_OWF35164.1_Synaptotagmin-15_[Mizuhopecten_yessoensis]')	-0.7193605433976198	-0.6192003410911713	-0.5456132536823519	-0.6825669996932101	-0.7479777440566051
('evgLocus_Trinity_AE_39633_XP_012947009.1_PREDICTED:_serine/threonine-protein_kinase_D3-like_[Aplysia_californica]', 'evgLocus_Trinity_AE_39633_XP_012947009.1_PREDICTED:_serine/threonine-protein_kinase_D3-like_[Aplysia_californica]')	0.6072511157224839	0.9159080656872538	0.9138639799258977	0.8709381789374198	0.6828822888926593
('evgLocus_Trinity_AE_41760_XP_013089794.1_PREDICTED:_protein_unc-13_homolog_A-like_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AE_41760_XP_013089794.1_PREDICTED:_protein_unc-13_homolog_A-like_[Biomphalaria_glabrata]')	2.855745453214185	2.878230396589102	2.919112111816224	2.4591928155111034	2.2036820953415917
('evgLocus_Trinity_AE_52868_XP_013091158.1_PREDICTED:_synaptotagmin-6-like_isoform_X1_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AE_52868_XP_013091158.1_PREDICTED:_synaptotagmin-6-like_isoform_X1_[Biomphalaria_glabrata]')	-0.5885390546708299	-0.5394809963982837	-0.5783186258640495	-0.5721863685799812	-0.5987594834776103
('evgLocus_Trinity_AE_68639_XP_012935879.1_PREDICTED:_uncharacterized_protein_LOC106011290_[Aplysia_californica]', 'evgLocus_Trinity_AE_68639_XP_012935879.1_PREDICTED:_uncharacterized_protein_LOC106011290_[Aplysia_californica]')	-0.835873431794917	-0.9350115912206874	-0.9358292255252298	-0.9466628800604172	-0.9460496543320104
('evgLocus_Trinity_AF_66292_XP_013080360.1_PREDICTED:_voltage-dependent_calcium_channel_subunit_alpha-2/delta-3-like_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AF_66292_XP_013080360.1_PREDICTED:_voltage-dependent_calcium_channel_subunit_alpha-2/delta-3-like_[Biomphalaria_glabrata]')	-0.7316250579657563	-0.6314648556593078	-0.6437293702274444	-0.658037970556937	-0.8052121453745756
('evgLocus_Trinity_AF_122088_XP_013084894.1_PREDICTED:_LOW_QUALITY_PROTEIN:_AP-3_complex_subunit_beta-2-like_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AF_122088_XP_013084894.1_PREDICTED:_LOW_QUALITY_PROTEIN:_AP-3_complex_subunit_beta-2-like_[Biomphalaria_glabrata]')	0.7687338908696152	0.9302166660167465	0.9649661239598001	0.9956274103801415	0.25362427900788004
('evgLocus_Trinity_AH_10432_XP_013080012.1_PREDICTED:_extended_synaptotagmin-2-like_isoform_X2_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AH_10432_XP_013080012.1_PREDICTED:_extended_synaptotagmin-2-like_isoform_X2_[Biomphalaria_glabrata]')	0.13711139061058278	0.07170064624718783	0.08805333233803657	0.03081893102006599	-0.20629501729724067
('evgLocus_Trinity_AH_34475_XP_013080184.1_PREDICTED:_clathrin_heavy_chain_linker_domain-containing_protein_1-like_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AH_34475_XP_013080184.1_PREDICTED:_clathrin_heavy_chain_linker_domain-containing_protein_1-like_[Biomphalaria_glabrata]')	-0.9435967514183831	-0.9082340677469227	-0.9041458962242106	-0.5783186258640495	-0.9018974018867189
('evgLocus_Trinity_AH_67380_AGC13755.1_LNALCN-EEEE_[Lymnaea_stagnalis]', 'evgLocus_Trinity_AH_67380_AGC13755.1_LNALCN-EEEE_[Lymnaea_stagnalis]')	2.8904949111572384	2.7310562217714636	2.767849765475873	2.5716175323856882	1.9972294334446263
('evgLocus_Trinity_AH_77062_XP_013067172.1_PREDICTED:_synaptotagmin-16-like_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AH_77062_XP_013067172.1_PREDICTED:_synaptotagmin-16-like_[Biomphalaria_glabrata]')	-0.2982788765582648	-0.31258747688775745	-0.2778380189447039	-0.21242727458130894	-0.8256530029881366
('evgLocus_Trinity_AH_114596_XP_012937789.1_PREDICTED:_intersectin-1-like_[Aplysia_californica]', 'evgLocus_Trinity_AH_114596_XP_012937789.1_PREDICTED:_intersectin-1-like_[Aplysia_californica]')	0.1350673048492267	0.6583532597563863	1.457590792446618	1.457590792446618	-0.31258747688775745
('evgLocus_Trinity_AH_133602_AAO83849.1_neural-specific_syntaxin-binding_protein_1_[Lymnaea_stagnalis]', 'evgLocus_Trinity_AH_133602_AAO83849.1_neural-specific_syntaxin-binding_protein_1_[Lymnaea_stagnalis]')	0.5561489716885817	0.5479726286431573	0.5929425153929913	0.564325314734006	0.38444576773466993
('evgLocus_Trinity_GG_DRR_14950_AKH03688.1_voltage-gated_sodium_channel_alpha_subunit_LNav14b21+_[Lymnaea_stagnalis]', 'evgLocus_Trinity_GG_DRR_14950_AKH03688.1_voltage-gated_sodium_channel_alpha_subunit_LNav14b21+_[Lymnaea_stagnalis]')	0.7809984054377518	2.017670291058187	2.1055659787964993	2.0442434059558163	-0.3330283345013184
('evgLocus_Trinity_GG_DRR_50598_AAO83841.1_voltage-dependent_non-L-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_Trinity_GG_DRR_50598_AAO83841.1_voltage-dependent_non-L-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]')	1.6619993685822272	1.6906165692412125	1.7417187132751148	1.6947047407639249	1.0733026693116727
('evgLocus_Trinity_GG_DRR_54855_XP_013083175.1_PREDICTED:_rasGAP-activating-like_protein_1_isoform_X1_[Biomphalaria_glabrata]', 'evgLocus_Trinity_GG_DRR_54855_XP_013083175.1_PREDICTED:_rasGAP-activating-like_protein_1_isoform_X1_[Biomphalaria_glabrata]')	-0.63555302718202	-0.010062784207055848	0.01037807340650507	0.09214150386074875	-0.81338848842
('evgLocus_Trinity_GG_DRR_62239_AAO83847.1_synaptotagmin_I_[Lymnaea_stagnalis]', 'evgLocus_Trinity_GG_DRR_62239_AAO83847.1_synaptotagmin_I_[Lymnaea_stagnalis]')	-0.010062784207055848	-0.13679610141113355	-0.10204664346807998	-0.07956170009316298	-0.14701653021791403
('evgLocus_Trinity_RF_Nov18_12214_AAO83846.1_synaptosomal-associated_25_protein_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_Trinity_RF_Nov18_12214_AAO83846.1_synaptosomal-associated_25_protein_isoform_A_[Lymnaea_stagnalis]')	-0.5251723960687911	-0.5885390546708299	-0.6008035692389664	-0.5987594834776103	-0.5456132536823519
('evgLocus_Trinity_RF_Nov18_28760_XP_013094557.1_PREDICTED:_synaptotagmin-7-like_isoform_X1_[Biomphalaria_glabrata]', 'evgLocus_Trinity_RF_Nov18_28760_XP_013094557.1_PREDICTED:_synaptotagmin-7-like_isoform_X1_[Biomphalaria_glabrata]')	-0.3534691921148793	-0.32280790569453793	-0.3044111338423331	-0.29214661927419655	-0.5353928248755715
('evgLocus_Trinity_AF_136030_XP_013094581.1_PREDICTED:_synaptotagmin-7-like_isoform_X4_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AF_136030_XP_013094581.1_PREDICTED:_synaptotagmin-7-like_isoform_X4_[Biomphalaria_glabrata]')	-0.7500218298179612	-0.6886992569772784	-0.6968756000227028	-0.7050519430681271	-0.8154325741813561
('evgLocus_Trinity_AH_53730_XP_012936457.1_PREDICTED:_multiple_C2_and_transmembrane_domain-containing_protein_1-like_isoform_X2_[Aplysia_californica]', 'evgLocus_Trinity_AH_53730_XP_012936457.1_PREDICTED:_multiple_C2_and_transmembrane_domain-containing_protein_1-like_isoform_X2_[Aplysia_californica]')	-0.7254928006816881	-0.7847712877610147	-0.7786390304769465	-0.792947630806439	-0.7990798880905073
('evgLocus_Trinity_AH_85872_AAO83843.2_voltage-dependent_T-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_Trinity_AH_85872_AAO83843.2_voltage-dependent_T-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]')	0.7687338908696152	0.9629220381984439	0.45190059785942094	0.4662091981889136	0.5581930574499377
('evgLocus_Trinity_AH_139152_XP_013079652.1_PREDICTED:_synaptobrevin_isoform_X1_[Biomphalaria_glabrata]', 'evgLocus_Trinity_AH_139152_XP_013079652.1_PREDICTED:_synaptobrevin_isoform_X1_[Biomphalaria_glabrata]')	-0.792947630806439	-0.7827272019996586	-0.7827272019996586	-0.7868153735223709	-0.7990798880905073
('evgLocus_Trinity_RF_Nov18_81716_XP_013091335.1_PREDICTED:_clathrin_light_chain_A-like_isoform_X5_[Biomphalaria_glabrata]', 'evgLocus_Trinity_RF_Nov18_81716_XP_013091335.1_PREDICTED:_clathrin_light_chain_A-like_isoform_X5_[Biomphalaria_glabrata]')	-0.7847712877610147	-0.6825669996932101	-0.6886992569772784	-0.6723465708864297	-0.9278572910559412
('evgLocus_scallop_AG_4605_AAO83838.2_voltage-dependent_L-type_calcium_channel_alpha-1_subunit_isoform_a_[Lymnaea_stagnalis]', 'evgLocus_scallop_AG_4605_AAO83838.2_voltage-dependent_L-type_calcium_channel_alpha-1_subunit_isoform_a_[Lymnaea_stagnalis]')	2.6881304207829855	2.17302080892125	2.475545501601952	2.3549444416819423	1.435105849071701
